jaar,niscode,aantal_huishoudleden,aantal
2033,72018,1,1490
2033,72018,2,2019
2033,72018,3,727
2033,72018,4+,998
2033,72020,1,4742
2033,72020,2,5981
2033,72020,3,2010
2033,72020,4+,2682
2033,72021,1,3801
2033,72021,2,4238
2033,72021,3,1485
2033,72021,4+,2023
2033,72030,1,2253
2033,72030,2,2629
2033,72030,3,974
2033,72030,4+,1354
2033,72037,1,1891
2033,72037,2,2411
2033,72037,3,763
2033,72037,4+,1141
2033,72038,1,1623
2033,72038,2,2000
2033,72038,3,843
2033,72038,4+,1183
2033,72039,1,3653
2033,72039,2,4575
2033,72039,3,1950
2033,72039,4+,2821
2033,72041,1,2724
2033,72041,2,3337
2033,72041,3,1368
2033,72041,4+,1790
2033,72042,1,2925
2033,72042,2,3825
2033,72042,3,1499
2033,72042,4+,2040
2033,72043,1,4840
2033,72043,2,5549
2033,72043,3,1963
2033,72043,4+,2970
2033,73001,1,1506
2033,73001,2,1916
2033,73001,3,695
2033,73001,4+,965
2033,73006,1,4519
2033,73006,2,5083
2033,73006,3,1946
2033,73006,4+,2604
2033,73009,1,1644
2033,73009,2,1994
2033,73009,3,758
2033,73009,4+,1016
2033,73022,1,914
2033,73022,2,1302
2033,73022,3,503
2033,73022,4+,659
2033,73032,1,1419
2033,73032,2,1485
2033,73032,3,559
2033,73032,4+,802
2033,73040,1,1102
2033,73040,2,1451
2033,73040,3,552
2033,73040,4+,720
2033,73042,1,3807
2033,73042,2,4339
2033,73042,3,1487
2033,73042,4+,2050
2033,73066,1,2163
2033,73066,2,2500
2033,73066,3,1113
2033,73066,4+,1358
2033,73083,1,4907
2033,73083,2,4999
2033,73083,3,1893
2033,73083,4+,2441
2033,73098,1,979
2033,73098,2,1231
2033,73098,3,438
2033,73098,4+,530
2033,73107,1,5561
2033,73107,2,6128
2033,73107,3,2613
2033,73107,4+,3729
2033,73109,1,576
2033,73109,2,697
2033,73109,3,261
2033,73109,4+,332
2034,11001,1,1934
2034,11001,2,2308
2034,11001,3,850
2034,11001,4+,1297
2034,11002,1,111588
2034,11002,2,64130
2034,11002,3,29691
2034,11002,4+,47153
2034,11004,1,1910
2034,11004,2,2155
2034,11004,3,886
2034,11004,4+,1343
2034,11005,1,2895
2034,11005,2,2357
2034,11005,3,1207
2034,11005,4+,1995
2034,11007,1,1769
2034,11007,2,1476
2034,11007,3,695
2034,11007,4+,1180
2034,11008,1,5569
2034,11008,2,5820
2034,11008,3,2401
2034,11008,4+,3469
2034,11009,1,3775
2034,11009,2,5170
2034,11009,3,1955
2034,11009,4+,2763
2034,11013,1,3592
2034,11013,2,3394
2034,11013,3,1233
2034,11013,4+,2154
2034,11016,1,2473
2034,11016,2,3049
2034,11016,3,1170
2034,11016,4+,1796
2034,11018,1,1656
2034,11018,2,1873
2034,11018,3,804
2034,11018,4+,1287
2034,11021,1,936
2034,11021,2,1211
2034,11021,3,528
2034,11021,4+,795
2034,11022,1,2542
2034,11022,2,3141
2034,11022,3,1206
2034,11022,4+,1887
2034,11023,1,3777
2034,11023,2,4533
2034,11023,3,1669
2034,11023,4+,2530
2034,11024,1,2830
2034,11024,2,3298
2034,11024,3,1250
2034,11024,4+,2087
2034,11025,1,1031
2034,11025,2,1266
2034,11025,3,520
2034,11025,4+,794
2034,11029,1,4232
2034,11029,2,3771
2034,11029,3,1662
2034,11029,4+,2430
2034,11030,1,1718
2034,11030,2,1654
2034,11030,3,729
2034,11030,4+,987
2034,11035,1,2839
2034,11035,2,3239
2034,11035,3,1148
2034,11035,4+,1788
2034,11037,1,1914
2034,11037,2,2453
2034,11037,3,918
2034,11037,4+,1382
2034,11038,1,1133
2034,11038,2,1291
2034,11038,3,520
2034,11038,4+,864
2034,11039,1,2288
2034,11039,2,3143
2034,11039,3,1228
2034,11039,4+,2051
2034,11040,1,4739
2034,11040,2,5183
2034,11040,3,1993
2034,11040,4+,2952
2034,11044,1,2773
2034,11044,2,3000
2034,11044,3,1192
2034,11044,4+,1561
2034,11050,1,1488
2034,11050,2,1733
2034,11050,3,680
2034,11050,4+,979
2034,11052,1,1713
2034,11052,2,2028
2034,11052,3,818
2034,11052,4+,1252
2034,11053,1,2822
2034,11053,2,3561
2034,11053,3,1382
2034,11053,4+,2078
2034,11054,1,1671
2034,11054,2,2107
2034,11054,3,815
2034,11054,4+,1261
2034,11055,1,2994
2034,11055,2,3749
2034,11055,3,1368
2034,11055,4+,2102
2034,11056,1,2934
2034,11056,2,2995
2034,11056,3,1199
2034,11056,4+,1763
2034,11057,1,2399
2034,11057,2,2697
2034,11057,3,1050
2034,11057,4+,1479
2034,12002,1,1643
2034,12002,2,1968
2034,12002,3,717
2034,12002,4+,990
2034,12005,1,1706
2034,12005,2,2253
2034,12005,3,1007
2034,12005,4+,1468
2034,12007,1,3793
2034,12007,2,3667
2034,12007,3,1331
2034,12007,4+,1801
2034,12009,1,2454
2034,12009,2,2692
2034,12009,3,1169
2034,12009,4+,1649
2034,12014,1,6954
2034,12014,2,7335
2034,12014,3,2674
2034,12014,4+,3682
2034,12021,1,7343
2034,12021,2,6015
2034,12021,3,2384
2034,12021,4+,3341
2034,12025,1,14563
2034,12025,2,11956
2034,12025,3,5172
2034,12025,4+,8344
2034,12026,1,3075
2034,12026,2,3781
2034,12026,3,1445
2034,12026,4+,2042
2034,12029,1,2746
2034,12029,2,3118
2034,12029,3,1242
2034,12029,4+,1754
2034,12035,1,2458
2034,12035,2,3066
2034,12035,3,1367
2034,12035,4+,2094
2034,12040,1,3958
2034,12040,2,3806
2034,12040,3,1721
2034,12040,4+,2911
2034,12041,1,3629
2034,12041,2,4200
2034,12041,3,1606
2034,12041,4+,2476
2034,13001,1,2056
2034,13001,2,2165
2034,13001,3,777
2034,13001,4+,1153
2034,13002,1,412
2034,13002,2,576
2034,13002,3,197
2034,13002,4+,284
2034,13003,1,3002
2034,13003,2,3787
2034,13003,3,1526
2034,13003,4+,2054
2034,13004,1,2257
2034,13004,2,2986
2034,13004,3,1170
2034,13004,4+,1713
2034,13006,1,1199
2034,13006,2,1558
2034,13006,3,661
2034,13006,4+,923
2034,13008,1,7285
2034,13008,2,6663
2034,13008,3,2602
2034,13008,4+,3688
2034,13010,1,1533
2034,13010,2,1829
2034,13010,3,711
2034,13010,4+,1014
2034,13011,1,5238
2034,13011,2,4837
2034,13011,3,1709
2034,13011,4+,2180
2034,13012,1,1541
2034,13012,2,1791
2034,13012,3,567
2034,13012,4+,741
2034,13013,1,1911
2034,13013,2,2453
2034,13013,3,923
2034,13013,4+,1286
2034,13014,1,2701
2034,13014,2,3418
2034,13014,3,1386
2034,13014,4+,2058
2034,13016,1,1718
2034,13016,2,1883
2034,13016,3,654
2034,13016,4+,819
2034,13017,1,2590
2034,13017,2,3302
2034,13017,3,1134
2034,13017,4+,1706
2034,13019,1,2219
2034,13019,2,2851
2034,13019,3,963
2034,13019,4+,1467
2034,13021,1,1517
2034,13021,2,1770
2034,13021,3,631
2034,13021,4+,825
2034,13023,1,991
2034,13023,2,1345
2034,13023,3,537
2034,13023,4+,769
2034,13025,1,5991
2034,13025,2,6160
2034,13025,3,2355
2034,13025,4+,3302
2034,13029,1,1594
2034,13029,2,2061
2034,13029,3,751
2034,13029,4+,1028
2034,13031,1,1706
2034,13031,2,2339
2034,13031,3,931
2034,13031,4+,1401
2034,13035,1,1899
2034,13035,2,2579
2034,13035,3,965
2034,13035,4+,1455
2034,13036,1,1260
2034,13036,2,1917
2034,13036,3,735
2034,13036,4+,1166
2034,13037,1,1764
2034,13037,2,1824
2034,13037,3,803
2034,13037,4+,1236
2034,13040,1,8454
2034,13040,2,6918
2034,13040,3,2930
2034,13040,4+,4569
2034,13044,1,1181
2034,13044,2,1311
2034,13044,3,489
2034,13044,4+,667
2034,13046,1,1421
2034,13046,2,1921
2034,13046,3,702
2034,13046,4+,1122
2034,13049,1,3547
2034,13049,2,4091
2034,13049,3,1618
2034,13049,4+,2182
2034,13053,1,2565
2034,13053,2,2800
2034,13053,3,1018
2034,13053,4+,1395
2034,23002,1,4309
2034,23002,2,4757
2034,23002,3,2335
2034,23002,4+,3657
2034,23003,1,2666
2034,23003,2,3461
2034,23003,3,1849
2034,23003,4+,3016
2034,23009,1,251
2034,23009,2,353
2034,23009,3,139
2034,23009,4+,180
2034,23016,1,5943
2034,23016,2,5878
2034,23016,3,2903
2034,23016,4+,4636
2034,23023,1,970
2034,23023,2,1431
2034,23023,3,550
2034,23023,4+,837
2034,23024,1,1166
2034,23024,2,1419
2034,23024,3,573
2034,23024,4+,784
2034,23025,1,5764
2034,23025,2,5308
2034,23025,3,2570
2034,23025,4+,3943
2034,23027,1,6662
2034,23027,2,5986
2034,23027,3,2954
2034,23027,4+,4257
2034,23032,1,721
2034,23032,2,947
2034,23032,3,479
2034,23032,4+,658
2034,23033,1,1365
2034,23033,2,1437
2034,23033,3,800
2034,23033,4+,1261
2034,23038,1,1325
2034,23038,2,1833
2034,23038,3,848
2034,23038,4+,1221
2034,23039,1,1390
2034,23039,2,1445
2034,23039,3,616
2034,23039,4+,873
2034,23044,1,1715
2034,23044,2,2051
2034,23044,3,903
2034,23044,4+,1393
2034,23045,1,2708
2034,23045,2,2811
2034,23045,3,1248
2034,23045,4+,1890
2034,23047,1,1538
2034,23047,2,1748
2034,23047,3,1070
2034,23047,4+,2007
2034,23050,1,2663
2034,23050,2,3048
2034,23050,3,1271
2034,23050,4+,2056
2034,23052,1,2855
2034,23052,2,2596
2034,23052,3,1128
2034,23052,4+,1737
2034,23060,1,1861
2034,23060,2,2067
2034,23060,3,950
2034,23060,4+,1456
2034,23062,1,2718
2034,23062,2,3239
2034,23062,3,1753
2034,23062,4+,2701
2034,23064,1,435
2034,23064,2,640
2034,23064,3,285
2034,23064,4+,430
2034,23077,1,4130
2034,23077,2,4884
2034,23077,3,2536
2034,23077,4+,3904
2034,23081,1,1475
2034,23081,2,1761
2034,23081,3,874
2034,23081,4+,1400
2034,23086,1,2053
2034,23086,2,2322
2034,23086,3,1138
2034,23086,4+,1705
2034,23088,1,5751
2034,23088,2,5436
2034,23088,3,3323
2034,23088,4+,5810
2034,23094,1,4718
2034,23094,2,4004
2034,23094,3,2656
2034,23094,4+,4426
2034,23096,1,2464
2034,23096,2,3311
2034,23096,3,1406
2034,23096,4+,2182
2034,23097,1,1383
2034,23097,2,1763
2034,23097,3,752
2034,23097,4+,1127
2034,23098,1,872
2034,23098,2,923
2034,23098,3,475
2034,23098,4+,644
2034,23099,1,1503
2034,23099,2,1351
2034,23099,3,998
2034,23099,4+,1551
2034,23100,1,580
2034,23100,2,613
2034,23100,3,294
2034,23100,4+,410
2034,23101,1,1976
2034,23101,2,2087
2034,23101,3,1302
2034,23101,4+,2087
2034,23102,1,2212
2034,23102,2,2378
2034,23102,3,1334
2034,23102,4+,2026
2034,23103,1,1680
2034,23103,2,1543
2034,23103,3,996
2034,23103,4+,1638
2034,23104,1,939
2034,23104,2,1463
2034,23104,3,581
2034,23104,4+,876
2034,23105,1,1397
2034,23105,2,1951
2034,23105,3,923
2034,23105,4+,1357
2034,24001,1,5488
2034,24001,2,4957
2034,24001,3,1862
2034,24001,4+,2560
2034,24007,1,1314
2034,24007,2,1911
2034,24007,3,609
2034,24007,4+,878
2034,24008,1,999
2034,24008,2,1087
2034,24008,3,393
2034,24008,4+,509
2034,24009,1,1254
2034,24009,2,1462
2034,24009,3,665
2034,24009,4+,981
2034,24011,1,1370
2034,24011,2,1549
2034,24011,3,643
2034,24011,4+,996
2034,24014,1,1559
2034,24014,2,2061
2034,24014,3,836
2034,24014,4+,1377
2034,24016,1,1059
2034,24016,2,1266
2034,24016,3,506
2034,24016,4+,805
2034,24020,1,4072
2034,24020,2,3997
2034,24020,3,1567
2034,24020,4+,2080
2034,24028,1,709
2034,24028,2,977
2034,24028,3,399
2034,24028,4+,557
2034,24033,1,2078
2034,24033,2,2483
2034,24033,3,954
2034,24033,4+,1435
2034,24038,1,3300
2034,24038,2,3531
2034,24038,3,1309
2034,24038,4+,2135
2034,24041,1,823
2034,24041,2,1009
2034,24041,3,453
2034,24041,4+,549
2034,24043,1,1282
2034,24043,2,1502
2034,24043,3,600
2034,24043,4+,939
2034,24045,1,1142
2034,24045,2,1483
2034,24045,3,628
2034,24045,4+,954
2034,24048,1,1558
2034,24048,2,2144
2034,24048,3,832
2034,24048,4+,1207
2034,24054,1,831
2034,24054,2,1301
2034,24054,3,470
2034,24054,4+,677
2034,24055,1,2722
2034,24055,2,2738
2034,24055,3,1395
2034,24055,4+,2143
2034,24059,1,2421
2034,24059,2,2645
2034,24059,3,911
2034,24059,4+,1478
2034,24062,1,25153
2034,24062,2,15028
2034,24062,3,5084
2034,24062,4+,7603
2034,24066,1,1888
2034,24066,2,2391
2034,24066,3,897
2034,24066,4+,1494
2034,24086,1,1266
2034,24086,2,1633
2034,24086,3,672
2034,24086,4+,1040
2034,24094,1,2218
2034,24094,2,2791
2034,24094,3,1042
2034,24094,4+,1658
2034,24104,1,2575
2034,24104,2,2240
2034,24104,3,1581
2034,24104,4+,2677
2034,24107,1,6693
2034,24107,2,5339
2034,24107,3,2250
2034,24107,4+,3078
2034,24109,1,2182
2034,24109,2,2670
2034,24109,3,975
2034,24109,4+,1198
2034,24130,1,1309
2034,24130,2,1336
2034,24130,3,554
2034,24130,4+,709
2034,24133,1,1000
2034,24133,2,1195
2034,24133,3,464
2034,24133,4+,637
2034,24134,1,3906
2034,24134,2,3939
2034,24134,3,1412
2034,24134,4+,1902
2034,24135,1,1409
2034,24135,2,1722
2034,24135,3,716
2034,24135,4+,1053
2034,24137,1,631
2034,24137,2,886
2034,24137,3,297
2034,24137,4+,403
2034,31003,1,2254
2034,31003,2,2534
2034,31003,3,977
2034,31003,4+,1401
2034,31004,1,6008
2034,31004,2,3734
2034,31004,3,1003
2034,31004,4+,1077
2034,31005,1,22845
2034,31005,2,18538
2034,31005,3,6507
2034,31005,4+,8689
2034,31006,1,1615
2034,31006,2,2063
2034,31006,3,640
2034,31006,4+,875
2034,31012,1,1962
2034,31012,2,2436
2034,31012,3,810
2034,31012,4+,1113
2034,31022,1,2934
2034,31022,2,3826
2034,31022,3,1588
2034,31022,4+,2210
2034,31033,1,3238
2034,31033,2,3282
2034,31033,3,1226
2034,31033,4+,1636
2034,31040,1,2985
2034,31040,2,3985
2034,31040,3,1497
2034,31040,4+,2096
2034,31042,1,312
2034,31042,2,479
2034,31042,3,165
2034,31042,4+,157
2034,31043,1,7331
2034,31043,2,6010
2034,31043,3,1516
2034,31043,4+,1753
2034,32003,1,2977
2034,32003,2,2759
2034,32003,3,1018
2034,32003,4+,1454
2034,32006,1,1412
2034,32006,2,1489
2034,32006,3,649
2034,32006,4+,856
2034,32010,1,1289
2034,32010,2,1453
2034,32010,3,522
2034,32010,4+,755
2034,32011,1,1641
2034,32011,2,2040
2034,32011,3,821
2034,32011,4+,1134
2034,32030,1,345
2034,32030,2,514
2034,32030,3,178
2034,32030,4+,240
2034,33011,1,6007
2034,33011,2,5571
2034,33011,3,1942
2034,33011,4+,2783
2034,33016,1,224
2034,33016,2,128
2034,33016,3,65
2034,33016,4+,77
2034,33021,1,3045
2034,33021,2,3114
2034,33021,3,1107
2034,33021,4+,1582
2034,33029,1,2710
2034,33029,2,2968
2034,33029,3,1219
2034,33029,4+,1650
2034,33037,1,1821
2034,33037,2,2085
2034,33037,3,801
2034,33037,4+,1008
2034,33039,1,1094
2034,33039,2,1272
2034,33039,3,532
2034,33039,4+,694
2034,33040,1,872
2034,33040,2,1299
2034,33040,3,449
2034,33040,4+,656
2034,33041,1,403
2034,33041,2,493
2034,33041,3,229
2034,33041,4+,298
2034,34002,1,1990
2034,34002,2,2424
2034,34002,3,992
2034,34002,4+,1358
2034,34003,1,1543
2034,34003,2,1639
2034,34003,3,632
2034,34003,4+,984
2034,34009,1,1644
2034,34009,2,1910
2034,34009,3,752
2034,34009,4+,1186
2034,34013,1,4556
2034,34013,2,4941
2034,34013,3,1790
2034,34013,4+,2684
2034,34022,1,13973
2034,34022,2,11724
2034,34022,3,4241
2034,34022,4+,6674
2034,34023,1,2020
2034,34023,2,2037
2034,34023,3,875
2034,34023,4+,1392
2034,34025,1,797
2034,34025,2,967
2034,34025,3,377
2034,34025,4+,479
2034,34027,1,5751
2034,34027,2,5106
2034,34027,3,2183
2034,34027,4+,3036
2034,34040,1,5961
2034,34040,2,6512
2034,34040,3,2365
2034,34040,4+,3456
2034,34041,1,4034
2034,34041,2,4827
2034,34041,3,1857
2034,34041,4+,2853
2034,34042,1,3446
2034,34042,2,3988
2034,34042,3,1524
2034,34042,4+,2245
2034,34043,1,247
2034,34043,2,357
2034,34043,3,129
2034,34043,4+,134
2034,35002,1,3372
2034,35002,2,3392
2034,35002,3,1042
2034,35002,4+,1298
2034,35005,1,1705
2034,35005,2,2091
2034,35005,3,855
2034,35005,4+,1025
2034,35006,1,1678
2034,35006,2,2389
2034,35006,3,968
2034,35006,4+,1210
2034,35011,1,5151
2034,35011,2,4092
2034,35011,3,902
2034,35011,4+,1069
2034,35013,1,19007
2034,35013,2,11424
2034,35013,3,3332
2034,35013,4+,4446
2034,35014,1,1417
2034,35014,2,1644
2034,35014,3,634
2034,35014,4+,808
2034,35029,1,2964
2034,35029,2,2642
2034,35029,3,574
2034,35029,4+,688
2034,36006,1,1171
2034,36006,2,1667
2034,36006,3,605
2034,36006,4+,865
2034,36007,1,1577
2034,36007,2,1909
2034,36007,3,800
2034,36007,4+,1097
2034,36008,1,4566
2034,36008,2,4584
2034,36008,3,1795
2034,36008,4+,2515
2034,36010,1,1163
2034,36010,2,1527
2034,36010,3,606
2034,36010,4+,850
2034,36011,1,1190
2034,36011,2,1491
2034,36011,3,592
2034,36011,4+,814
2034,36012,1,1520
2034,36012,2,1736
2034,36012,3,740
2034,36012,4+,1051
2034,36015,1,11212
2034,36015,2,10756
2034,36015,3,4051
2034,36015,4+,5607
2034,36019,1,1498
2034,36019,2,1846
2034,36019,3,711
2034,36019,4+,1083
2034,37002,1,1030
2034,37002,2,1429
2034,37002,3,575
2034,37002,4+,801
2034,37007,1,1387
2034,37007,2,1784
2034,37007,3,646
2034,37007,4+,957
2034,37010,1,1186
2034,37010,2,1275
2034,37010,3,527
2034,37010,4+,679
2034,37011,1,740
2034,37011,2,1089
2034,37011,3,434
2034,37011,4+,551
2034,37012,1,634
2034,37012,2,874
2034,37012,3,305
2034,37012,4+,432
2034,37015,1,3287
2034,37015,2,3350
2034,37015,3,1160
2034,37015,4+,1709
2034,37017,1,1286
2034,37017,2,1524
2034,37017,3,672
2034,37017,4+,940
2034,37018,1,1928
2034,37018,2,2386
2034,37018,3,936
2034,37018,4+,1316
2034,37020,1,1262
2034,37020,2,1421
2034,37020,3,574
2034,37020,4+,814
2034,38002,1,656
2034,38002,2,670
2034,38002,3,322
2034,38002,4+,414
2034,38008,1,2760
2034,38008,2,2120
2034,38008,3,546
2034,38008,4+,659
2034,38014,1,5076
2034,38014,2,4775
2034,38014,3,856
2034,38014,4+,994
2034,38016,1,2958
2034,38016,2,2514
2034,38016,3,510
2034,38016,4+,526
2034,38025,1,2241
2034,38025,2,2004
2034,38025,3,745
2034,38025,4+,965
2034,41002,1,15927
2034,41002,2,13894
2034,41002,3,5854
2034,41002,4+,8256
2034,41011,1,2714
2034,41011,2,3108
2034,41011,3,1396
2034,41011,4+,2081
2034,41018,1,5574
2034,41018,2,5278
2034,41018,3,2186
2034,41018,4+,2846
2034,41024,1,3057
2034,41024,2,3089
2034,41024,3,1226
2034,41024,4+,1682
2034,41027,1,2803
2034,41027,2,3036
2034,41027,3,1228
2034,41027,4+,1775
2034,41034,1,2924
2034,41034,2,3177
2034,41034,3,1229
2034,41034,4+,1631
2034,41048,1,6110
2034,41048,2,6061
2034,41048,3,2470
2034,41048,4+,3790
2034,41063,1,1606
2034,41063,2,1744
2034,41063,3,698
2034,41063,4+,979
2034,41081,1,4767
2034,41081,2,4387
2034,41081,3,1664
2034,41081,4+,2399
2034,41082,1,2779
2034,41082,2,3183
2034,41082,3,1258
2034,41082,4+,1839
2034,42003,1,2417
2034,42003,2,2657
2034,42003,3,967
2034,42003,4+,1238
2034,42004,1,2028
2034,42004,2,2341
2034,42004,3,876
2034,42004,4+,1298
2034,42006,1,8108
2034,42006,2,7433
2034,42006,3,2733
2034,42006,4+,3893
2034,42008,1,3762
2034,42008,2,3993
2034,42008,3,1647
2034,42008,4+,2135
2034,42010,1,1843
2034,42010,2,1918
2034,42010,3,721
2034,42010,4+,1002
2034,42011,1,3210
2034,42011,2,2954
2034,42011,3,1324
2034,42011,4+,1856
2034,42023,1,1308
2034,42023,2,1802
2034,42023,3,670
2034,42023,4+,1045
2034,42025,1,4627
2034,42025,2,4037
2034,42025,3,1710
2034,42025,4+,2529
2034,42026,1,1751
2034,42026,2,1874
2034,42026,3,733
2034,42026,4+,1053
2034,42028,1,2738
2034,42028,2,3197
2034,42028,3,1358
2034,42028,4+,1991
2034,43002,1,2202
2034,43002,2,2472
2034,43002,3,963
2034,43002,4+,1240
2034,43005,1,4398
2034,43005,2,3620
2034,43005,3,1388
2034,43005,4+,1811
2034,43007,1,904
2034,43007,2,1039
2034,43007,3,370
2034,43007,4+,529
2034,43010,1,3686
2034,43010,2,4037
2034,43010,3,1542
2034,43010,4+,2102
2034,43014,1,901
2034,43014,2,1213
2034,43014,3,454
2034,43014,4+,591
2034,43018,1,1981
2034,43018,2,1867
2034,43018,3,893
2034,43018,4+,1287
2034,44012,1,1285
2034,44012,2,1821
2034,44012,3,639
2034,44012,4+,1051
2034,44013,1,2437
2034,44013,2,3207
2034,44013,3,1132
2034,44013,4+,1764
2034,44019,1,4892
2034,44019,2,6003
2034,44019,3,2346
2034,44019,4+,3110
2034,44020,1,1690
2034,44020,2,2097
2034,44020,3,774
2034,44020,4+,1108
2034,44021,1,49748
2034,44021,2,39570
2034,44021,3,16384
2034,44021,4+,23558
2034,44034,1,2858
2034,44034,2,3642
2034,44034,3,1442
2034,44034,4+,2046
2034,44040,1,1646
2034,44040,2,1778
2034,44040,3,708
2034,44040,4+,1121
2034,44043,1,3675
2034,44043,2,3922
2034,44043,3,1434
2034,44043,4+,2259
2034,44045,1,948
2034,44045,2,1036
2034,44045,3,410
2034,44045,4+,523
2034,44048,1,1714
2034,44048,2,1991
2034,44048,3,700
2034,44048,4+,963
2034,44052,1,1702
2034,44052,2,2109
2034,44052,3,834
2034,44052,4+,1275
2034,44064,1,1174
2034,44064,2,1300
2034,44064,3,437
2034,44064,4+,649
2034,44073,1,1059
2034,44073,2,1222
2034,44073,3,536
2034,44073,4+,683
2034,44081,1,2109
2034,44081,2,2391
2034,44081,3,1034
2034,44081,4+,1422
2034,44083,1,6626
2034,44083,2,7447
2034,44083,3,2602
2034,44083,4+,3632
2034,44084,1,3996
2034,44084,2,4882
2034,44084,3,1692
2034,44084,4+,2415
2034,44085,1,3795
2034,44085,2,4225
2034,44085,3,1681
2034,44085,4+,2245
2034,45035,1,5737
2034,45035,2,5141
2034,45035,3,1932
2034,45035,4+,2737
2034,45041,1,4284
2034,45041,2,3704
2034,45041,3,1659
2034,45041,4+,2425
2034,45059,1,2117
2034,45059,2,2434
2034,45059,3,997
2034,45059,4+,1292
2034,45060,1,1018
2034,45060,2,1061
2034,45060,3,388
2034,45060,4+,538
2034,45061,1,690
2034,45061,2,974
2034,45061,3,351
2034,45061,4+,514
2034,45062,1,209
2034,45062,2,280
2034,45062,3,78
2034,45062,4+,115
2034,45063,1,806
2034,45063,2,1087
2034,45063,3,470
2034,45063,4+,559
2034,45064,1,747
2034,45064,2,1009
2034,45064,3,371
2034,45064,4+,523
2034,45065,1,1133
2034,45065,2,1272
2034,45065,3,499
2034,45065,4+,703
2034,45068,1,2141
2034,45068,2,2494
2034,45068,3,988
2034,45068,4+,1419
2034,46003,1,7395
2034,46003,2,8144
2034,46003,3,3172
2034,46003,4+,4496
2034,46013,1,2237
2034,46013,2,2601
2034,46013,3,1032
2034,46013,4+,1562
2034,46014,1,6088
2034,46014,2,6299
2034,46014,3,2695
2034,46014,4+,4013
2034,46020,1,2687
2034,46020,2,3056
2034,46020,3,1239
2034,46020,4+,1821
2034,46021,1,12720
2034,46021,2,11690
2034,46021,3,5153
2034,46021,4+,7926
2034,46024,1,2838
2034,46024,2,3128
2034,46024,3,1124
2034,46024,4+,1660
2034,46025,1,4582
2034,46025,2,4764
2034,46025,3,1961
2034,46025,4+,2888
2034,71002,1,1109
2034,71002,2,1375
2034,71002,3,551
2034,71002,4+,710
2034,71004,1,5930
2034,71004,2,7070
2034,71004,3,3017
2034,71004,4+,4332
2034,71011,1,2582
2034,71011,2,3063
2034,71011,3,1199
2034,71011,4+,1667
2034,71016,1,9946
2034,71016,2,9632
2034,71016,3,4199
2034,71016,4+,5961
2034,71017,1,1093
2034,71017,2,1265
2034,71017,3,547
2034,71017,4+,764
2034,71020,1,1423
2034,71020,2,1572
2034,71020,3,494
2034,71020,4+,755
2034,71022,1,15698
2034,71022,2,12907
2034,71022,3,4402
2034,71022,4+,6122
2034,71024,1,1512
2034,71024,2,2172
2034,71024,3,768
2034,71024,4+,959
2034,71034,1,2662
2034,71034,2,2610
2034,71034,3,1045
2034,71034,4+,1368
2034,71037,1,2033
2034,71037,2,2564
2034,71037,3,897
2034,71037,4+,1403
2034,71045,1,828
2034,71045,2,1101
2034,71045,3,434
2034,71045,4+,548
2034,71053,1,7393
2034,71053,2,6722
2034,71053,3,2517
2034,71053,4+,3195
2034,71057,1,2862
2034,71057,2,3114
2034,71057,3,1202
2034,71057,4+,1437
2034,71066,1,2811
2034,71066,2,3473
2034,71066,3,1279
2034,71066,4+,1744
2034,71067,1,1010
2034,71067,2,1332
2034,71067,3,477
2034,71067,4+,580
2034,71069,1,1496
2034,71069,2,1801
2034,71069,3,750
2034,71069,4+,1045
2034,71070,1,3913
2034,71070,2,5254
2034,71070,3,2207
2034,71070,4+,3193
2034,72003,1,1924
2034,72003,2,2234
2034,72003,3,786
2034,72003,4+,1130
2034,72004,1,2535
2034,72004,2,2703
2034,72004,3,1095
2034,72004,4+,1373
2034,72018,1,1483
2034,72018,2,2004
2034,72018,3,717
2034,72018,4+,1010
2034,72020,1,4765
2034,72020,2,6038
2034,72020,3,2021
2034,72020,4+,2670
2034,72021,1,3845
2034,72021,2,4234
2034,72021,3,1521
2034,72021,4+,2011
2034,72030,1,2280
2034,72030,2,2614
2034,72030,3,968
2034,72030,4+,1354
2034,72037,1,1933
2034,72037,2,2418
2034,72037,3,757
2034,72037,4+,1143
2034,72038,1,1648
2034,72038,2,2012
2034,72038,3,852
2034,72038,4+,1189
2034,72039,1,3679
2034,72039,2,4624
2034,72039,3,1932
2034,72039,4+,2850
2034,72041,1,2708
2034,72041,2,3379
2034,72041,3,1342
2034,72041,4+,1812
2034,72042,1,3002
2034,72042,2,3843
2034,72042,3,1462
2034,72042,4+,2039
2034,72043,1,4949
2034,72043,2,5529
2034,72043,3,1983
2034,72043,4+,2978
2034,73001,1,1502
2034,73001,2,1974
2034,73001,3,697
2034,73001,4+,953
2034,73006,1,4549
2034,73006,2,5078
2034,73006,3,1960
2034,73006,4+,2614
2034,73009,1,1665
2034,73009,2,2004
2034,73009,3,775
2034,73009,4+,1024
2034,73022,1,926
2034,73022,2,1303
2034,73022,3,501
2034,73022,4+,666
2034,73032,1,1430
2034,73032,2,1495
2034,73032,3,563
2034,73032,4+,798
2034,73040,1,1119
2034,73040,2,1443
2034,73040,3,562
2034,73040,4+,716
2034,73042,1,3817
2034,73042,2,4344
2034,73042,3,1482
2034,73042,4+,2076
2034,73066,1,2172
2034,73066,2,2523
2034,73066,3,1059
2034,73066,4+,1387
2034,73083,1,4915
2034,73083,2,4994
