jaar,niscode,aantal_huishoudleden,aantal
2011,11030,4+,734
2011,11035,1,1736
2011,11035,2,2597
2011,11035,3,1150
2011,11035,4+,1783
2011,11037,1,1448
2011,11037,2,2209
2011,11037,3,941
2011,11037,4+,1334
2011,11038,1,834
2011,11038,2,1193
2011,11038,3,548
2011,11038,4+,721
2011,11039,1,1864
2011,11039,2,2949
2011,11039,3,1141
2011,11039,4+,1820
2011,11040,1,3915
2011,11040,2,5153
2011,11040,3,2129
2011,11040,4+,2861
2011,11044,1,1850
2011,11044,2,2772
2011,11044,3,1342
2011,11044,4+,1473
2011,11050,1,1068
2011,11050,2,1375
2011,11050,3,575
2011,11050,4+,740
2011,11052,1,1267
2011,11052,2,1809
2011,11052,3,817
2011,11052,4+,1071
2011,11053,1,1693
2011,11053,2,2599
2011,11053,3,1229
2011,11053,4+,1961
2011,11054,1,1167
2011,11054,2,1792
2011,11054,3,792
2011,11054,4+,1188
2011,11055,1,1810
2011,11055,2,3020
2011,11055,3,1330
2011,11055,4+,2048
2011,11056,1,2305
2011,11056,2,2906
2011,11056,3,1304
2011,11056,4+,1433
2011,11057,1,1423
2011,11057,2,1938
2011,11057,3,846
2011,11057,4+,1439
2011,12002,1,1129
2011,12002,2,1617
2011,12002,3,748
2011,12002,4+,933
2011,12005,1,1322
2011,12005,2,2131
2011,12005,3,918
2011,12005,4+,1357
2011,12007,1,2181
2011,12007,2,3173
2011,12007,3,1393
2011,12007,4+,1786
2011,12009,1,1994
2011,12009,2,2386
2011,12009,3,1010
2011,12009,4+,1470
2011,12014,1,4492
2011,12014,2,6191
2011,12014,3,2857
2011,12014,4+,3287
2011,12021,1,4931
2011,12021,2,5303
2011,12021,3,2104
2011,12021,4+,2633
2011,12025,1,12305
2011,12025,2,11056
2011,12025,3,4612
2011,12025,4+,6912
2011,12026,1,2127
2011,12026,2,3290
2011,12026,3,1515
2011,12026,4+,1909
2011,12029,1,1726
2011,12029,2,2579
2011,12029,3,1168
2011,12029,4+,1373
2011,12035,1,1848
2011,12035,2,2870
2011,12035,3,1241
2011,12035,4+,1887
2011,12040,1,2870
2011,12040,2,3514
2011,12040,3,1625
2011,12040,4+,2079
2011,12041,1,2365
2011,12041,2,3513
2011,12041,3,1682
2011,12041,4+,2278
2011,13001,1,1180
2011,13001,2,1825
2011,13001,3,761
2011,13001,4+,1254
2011,13002,1,303
2011,13002,2,354
2011,13002,3,140
2011,13002,4+,261
2011,13003,1,2166
2011,13003,2,3212
2011,13003,3,1535
2011,13003,4+,1817
2011,13004,1,1470
2011,13004,2,2312
2011,13004,3,1139
2011,13004,4+,1689
2011,13006,1,863
2011,13006,2,1431
2011,13006,3,609
2011,13006,4+,823
2011,13008,1,4621
2011,13008,2,5418
2011,13008,3,2493
2011,13008,4+,3107
2011,13010,1,1066
2011,13010,2,1573
2011,13010,3,844
2011,13010,4+,963
2011,13011,1,3561
2011,13011,2,4183
2011,13011,3,1898
2011,13011,4+,2097
2011,13012,1,934
2011,13012,2,1298
2011,13012,3,632
2011,13012,4+,737
2011,13013,1,1453
2011,13013,2,2164
2011,13013,3,1061
2011,13013,4+,1208
2011,13014,1,1996
2011,13014,2,2825
2011,13014,3,1083
2011,13014,4+,2006
2011,13016,1,1107
2011,13016,2,1516
2011,13016,3,759
2011,13016,4+,804
2011,13017,1,1663
2011,13017,2,2499
2011,13017,3,1178
2011,13017,4+,1783
2011,13019,1,1483
2011,13019,2,2315
2011,13019,3,1083
2011,13019,4+,1583
2011,13021,1,985
2011,13021,2,1529
2011,13021,3,735
2011,13021,4+,785
2011,13023,1,634
2011,13023,2,1102
2011,13023,3,505
2011,13023,4+,870
2011,13025,1,4118
2011,13025,2,5201
2011,13025,3,2327
2011,13025,4+,2852
2011,13029,1,1178
2011,13029,2,1766
2011,13029,3,825
2011,13029,4+,1042
2011,13031,1,1005
2011,13031,2,2031
2011,13031,3,783
2011,13031,4+,1208
2011,13035,1,1292
2011,13035,2,2108
2011,13035,3,870
2011,13035,4+,1417
2011,13036,1,951
2011,13036,2,1596
2011,13036,3,650
2011,13036,4+,1076
2011,13037,1,1027
2011,13037,2,1518
2011,13037,3,712
2011,13037,4+,1114
2011,13040,1,6528
2011,13040,2,6343
2011,13040,3,2592
2011,13040,4+,3064
2011,13044,1,785
2011,13044,2,1076
2011,13044,3,541
2011,13044,4+,659
2011,13046,1,869
2011,13046,2,1463
2011,13046,3,731
2011,13046,4+,1005
2011,13049,1,2453
2011,13049,2,3562
2011,13049,3,1753
2011,13049,4+,2107
2011,13053,1,1613
2011,13053,2,2370
2011,13053,3,1158
2011,13053,4+,1256
2011,23002,1,3713
2011,23002,2,4210
2011,23002,3,2033
2011,23002,4+,2686
2011,23003,1,2221
2011,23003,2,3119
2011,23003,3,1599
2011,23003,4+,2400
2011,23009,1,205
2011,23009,2,271
2011,23009,3,157
2011,23009,4+,212
2011,23016,1,4672
2011,23016,2,5562
2011,23016,3,2634
2011,23016,4+,3579
2011,23023,1,743
2011,23023,2,1234
2011,23023,3,598
2011,23023,4+,782
2011,23024,1,826
2011,23024,2,1213
2011,23024,3,628
2011,23024,4+,884
2011,23025,1,4608
2011,23025,2,5047
2011,23025,3,2289
2011,23025,4+,3006
2011,23027,1,4600
2011,23027,2,5215
2011,23027,3,2465
2011,23027,4+,2994
2011,23032,1,581
2011,23032,2,857
2011,23032,3,453
2011,23032,4+,655
2011,23033,1,1163
2011,23033,2,1345
2011,23033,3,682
2011,23033,4+,1003
2011,23038,1,1006
2011,23038,2,1559
2011,23038,3,741
2011,23038,4+,1104
2011,23039,1,991
2011,23039,2,1318
2011,23039,3,639
2011,23039,4+,794
2011,23044,1,1266
2011,23044,2,1876
2011,23044,3,941
2011,23044,4+,1016
2011,23045,1,1918
2011,23045,2,2636
2011,23045,3,1222
2011,23045,4+,1550
2011,23047,1,1636
2011,23047,2,1625
2011,23047,3,847
2011,23047,4+,1300
2011,23050,1,1763
2011,23050,2,2489
2011,23050,3,1257
2011,23050,4+,1738
2011,23052,1,1866
2011,23052,2,2200
2011,23052,3,977
2011,23052,4+,1431
2011,23060,1,1445
2011,23060,2,1887
2011,23060,3,940
2011,23060,4+,1198
2011,23062,1,2373
2011,23062,2,3239
2011,23062,3,1514
2011,23062,4+,2426
2011,23064,1,296
2011,23064,2,525
2011,23064,3,281
2011,23064,4+,484
2011,23077,1,3449
2011,23077,2,4291
2011,23077,3,2114
2011,23077,4+,2916
2011,23081,1,1017
2011,23081,2,1669
2011,23081,3,774
2011,23081,4+,1081
2011,23086,1,1552
2011,23086,2,2097
2011,23086,3,1091
2011,23086,4+,1345
2011,23088,1,4950
2011,23088,2,4767
2011,23088,3,2448
2011,23088,4+,3922
2011,23094,1,4357
2011,23094,2,4024
2011,23094,3,1945
2011,23094,4+,2841
2011,23096,1,1884
2011,23096,2,3111
2011,23096,3,1530
2011,23096,4+,2095
2011,23097,1,966
2011,23097,2,1466
2011,23097,3,810
2011,23097,4+,1094
2011,23098,1,682
2011,23098,2,640
2011,23098,3,337
2011,23098,4+,403
2011,23099,1,1471
2011,23099,2,1510
2011,23099,3,829
2011,23099,4+,1387
2011,23100,1,588
2011,23100,2,535
2011,23100,3,323
2011,23100,4+,479
2011,23101,1,1636
2011,23101,2,2111
2011,23101,3,1150
2011,23101,4+,1900
2011,23102,1,2042
2011,23102,2,1935
2011,23102,3,1071
2011,23102,4+,1336
2011,23103,1,1444
2011,23103,2,1561
2011,23103,3,782
2011,23103,4+,1482
2011,23104,1,900
2011,23104,2,1179
2011,23104,3,611
2011,23104,4+,822
2011,23105,1,1104
2011,23105,2,1847
2011,23105,3,914
2011,23105,4+,1105
2011,24001,1,3905
2011,24001,2,4674
2011,24001,3,1964
2011,24001,4+,2108
2011,24007,1,862
2011,24007,2,1468
2011,24007,3,740
2011,24007,4+,870
2011,24008,1,585
2011,24008,2,832
2011,24008,3,431
2011,24008,4+,555
2011,24009,1,927
2011,24009,2,1234
2011,24009,3,574
2011,24009,4+,967
2011,24011,1,861
2011,24011,2,1281
2011,24011,3,526
2011,24011,4+,961
2011,24014,1,1119
2011,24014,2,1688
2011,24014,3,746
2011,24014,4+,1136
2011,24016,1,644
2011,24016,2,1012
2011,24016,3,530
2011,24016,4+,758
2011,24020,1,2895
2011,24020,2,3448
2011,24020,3,1607
2011,24020,4+,1843
2011,24028,1,532
2011,24028,2,865
2011,24028,3,445
2011,24028,4+,526
2011,24033,1,1311
2011,24033,2,1998
2011,24033,3,913
2011,24033,4+,1363
2011,24038,1,1908
2011,24038,2,2737
2011,24038,3,1250
2011,24038,4+,1998
2011,24041,1,718
2011,24041,2,861
2011,24041,3,444
2011,24041,4+,631
2011,24043,1,832
2011,24043,2,1295
2011,24043,3,584
2011,24043,4+,997
2011,24045,1,923
2011,24045,2,1228
2011,24045,3,582
2011,24045,4+,946
2011,24048,1,1052
2011,24048,2,1849
2011,24048,3,879
2011,24048,4+,1188
2011,24054,1,725
2011,24054,2,1162
2011,24054,3,524
2011,24054,4+,706
2011,24055,1,2207
2011,24055,2,2547
2011,24055,3,1261
2011,24055,4+,1785
2011,24059,1,1695
2011,24059,2,2417
2011,24059,3,1146
2011,24059,4+,1203
2011,24062,1,23354
2011,24062,2,12774
2011,24062,3,4972
2011,24062,4+,6820
2011,24066,1,1069
2011,24066,2,2018
2011,24066,3,858
2011,24066,4+,1363
2011,24086,1,934
2011,24086,2,1453
2011,24086,3,670
2011,24086,4+,1139
2011,24094,1,1479
2011,24094,2,2175
2011,24094,3,995
2011,24094,4+,1543
2011,24104,1,2145
2011,24104,2,2702
2011,24104,3,1284
2011,24104,4+,2179
2011,24107,1,4996
2011,24107,2,5117
2011,24107,3,2131
2011,24107,4+,2341
2011,24109,1,1346
2011,24109,2,2141
2011,24109,3,1072
2011,24109,4+,1229
2011,24130,1,835
2011,24130,2,1251
2011,24130,3,624
2011,24130,4+,659
2011,24133,1,637
2011,24133,2,1065
2011,24133,3,538
2011,24133,4+,603
2011,24134,1,2585
2011,24134,2,3695
2011,24134,3,1697
2011,24134,4+,1696
2011,24135,1,1054
2011,24135,2,1443
2011,24135,3,720
2011,24135,4+,972
2011,24137,1,413
2011,24137,2,727
2011,24137,3,391
2011,24137,4+,504
2011,31003,1,1381
2011,31003,2,2179
2011,31003,3,972
2011,31003,4+,1369
2011,31004,1,4011
2011,31004,2,3504
2011,31004,3,1161
2011,31004,4+,981
2011,31005,1,18302
2011,31005,2,18168
2011,31005,3,7148
2011,31005,4+,8672
2011,31006,1,984
2011,31006,2,1583
2011,31006,3,704
2011,31006,4+,1005
2011,31012,1,1208
2011,31012,2,1950
2011,31012,3,893
2011,31012,4+,1320
2011,31022,1,2193
2011,31022,2,3384
2011,31022,3,1471
2011,31022,4+,2042
2011,31033,1,2331
2011,31033,2,3041
2011,31033,3,1379
2011,31033,4+,1624
2011,31040,1,1879
2011,31040,2,3274
2011,31040,3,1574
2011,31040,4+,2084
2011,31042,1,287
2011,31042,2,395
2011,31042,3,183
2011,31042,4+,257
2011,31043,1,6461
2011,31043,2,6334
2011,31043,3,1921
2011,31043,4+,2000
2011,32003,1,1884
2011,32003,2,2369
2011,32003,3,1021
2011,32003,4+,1462
2011,32006,1,990
2011,32006,2,1293
2011,32006,3,669
2011,32006,4+,870
2011,32010,1,953
2011,32010,2,1277
2011,32010,3,603
2011,32010,4+,692
2011,32011,1,1216
2011,32011,2,1832
2011,32011,3,821
2011,32011,4+,1061
2011,32030,1,292
2011,32030,2,400
2011,32030,3,182
2011,32030,4+,355
2011,33011,1,4660
2011,33011,2,5106
2011,33011,3,2107
2011,33011,4+,2976
2011,33016,1,124
2011,33016,2,138
2011,33016,3,77
2011,33016,4+,70
2011,33021,1,2227
2011,33021,2,2796
2011,33021,3,1173
2011,33021,4+,1869
2011,33029,1,2038
2011,33029,2,2721
2011,33029,3,1134
2011,33029,4+,1598
2011,33037,1,1148
2011,33037,2,1647
2011,33037,3,794
2011,33037,4+,1209
2011,33039,1,884
2011,33039,2,1107
2011,33039,3,504
2011,33039,4+,735
2011,33040,1,750
2011,33040,2,1085
2011,33040,3,509
2011,33040,4+,758
2011,33041,1,346
2011,33041,2,476
2011,33041,3,230
2011,33041,4+,369
2011,34002,1,1287
2011,34002,2,2054
2011,34002,3,951
2011,34002,4+,1364
2011,34003,1,1183
2011,34003,2,1368
2011,34003,3,718
2011,34003,4+,782
2011,34009,1,1129
2011,34009,2,1682
2011,34009,3,743
2011,34009,4+,1021
2011,34013,1,3099
2011,34013,2,4297
2011,34013,3,1787
2011,34013,4+,2164
2011,34022,1,11350
2011,34022,2,10810
2011,34022,3,4318
2011,34022,4+,6036
2011,34023,1,1439
2011,34023,2,1984
2011,34023,3,830
2011,34023,4+,1113
2011,34025,1,582
2011,34025,2,865
2011,34025,3,386
2011,34025,4+,476
2011,34027,1,4281
2011,34027,2,4928
2011,34027,3,2067
2011,34027,4+,2619
2011,34040,1,4051
2011,34040,2,5385
2011,34040,3,2414
2011,34040,4+,3221
2011,34041,1,3228
2011,34041,2,4629
2011,34041,3,2036
2011,34041,4+,2771
2011,34042,1,2425
2011,34042,2,3555
2011,34042,3,1559
2011,34042,4+,2218
2011,34043,1,256
2011,34043,2,256
2011,34043,3,152
2011,34043,4+,202
2011,35002,1,2084
2011,35002,2,2578
2011,35002,3,1185
2011,35002,4+,1230
2011,35005,1,1246
2011,35005,2,1675
2011,35005,3,816
2011,35005,4+,1053
2011,35006,1,1356
2011,35006,2,2113
2011,35006,3,1023
2011,35006,4+,1178
2011,35011,1,3689
2011,35011,2,3502
2011,35011,3,989
2011,35011,4+,1151
2011,35013,1,15860
2011,35013,2,11988
2011,35013,3,3839
2011,35013,4+,3902
2011,35014,1,830
2011,35014,2,1435
2011,35014,3,655
2011,35014,4+,750
2011,35029,1,2310
2011,35029,2,2275
2011,35029,3,707
2011,35029,4+,781
2011,36006,1,808
2011,36006,2,1378
2011,36006,3,671
2011,36006,4+,966
2011,36007,1,1115
2011,36007,2,1616
2011,36007,3,695
2011,36007,4+,929
2011,36008,1,3337
2011,36008,2,4283
2011,36008,3,1854
2011,36008,4+,2173
2011,36010,1,871
2011,36010,2,1351
2011,36010,3,630
2011,36010,4+,924
2011,36011,1,806
2011,36011,2,1299
2011,36011,3,553
2011,36011,4+,780
2011,36012,1,1126
2011,36012,2,1652
2011,36012,3,697
2011,36012,4+,940
2011,36015,1,7489
2011,36015,2,8518
2011,36015,3,3699
2011,36015,4+,4939
2011,36019,1,1048
2011,36019,2,1517
2011,36019,3,686
2011,36019,4+,1055
2011,37002,1,727
2011,37002,2,1124
2011,37002,3,558
2011,37002,4+,798
2011,37007,1,1108
2011,37007,2,1604
2011,37007,3,732
2011,37007,4+,1014
2011,37010,1,735
2011,37010,2,1049
2011,37010,3,491
2011,37010,4+,729
2011,37011,1,589
2011,37011,2,940
2011,37011,3,453
2011,37011,4+,626
2011,37012,1,501
2011,37012,2,709
2011,37012,3,317
2011,37012,4+,500
2011,37015,1,2342
2011,37015,2,2938
2011,37015,3,1270
2011,37015,4+,1671
2011,37017,1,832
2011,37017,2,1233
2011,37017,3,636
2011,37017,4+,892
2011,37018,1,1304
2011,37018,2,1947
2011,37018,3,953
2011,37018,4+,1300
2011,37020,1,939
2011,37020,2,1342
2011,37020,3,594
2011,37020,4+,802
2011,38002,1,531
2011,38002,2,621
2011,38002,3,294
2011,38002,4+,499
2011,38008,1,2127
2011,38008,2,1922
2011,38008,3,604
2011,38008,4+,631
2011,38014,1,3965
2011,38014,2,4437
2011,38014,3,1114
2011,38014,4+,1296
2011,38016,1,2226
2011,38016,2,2108
2011,38016,3,579
2011,38016,4+,683
2011,38025,1,1387
2011,38025,2,1709
2011,38025,3,717
2011,38025,4+,974
2011,41002,1,12217
2011,41002,2,12534
2011,41002,3,5643
2011,41002,4+,5841
2011,41011,1,2105
2011,41011,2,2828
2011,41011,3,1422
2011,41011,4+,1500
2011,41018,1,4075
2011,41018,2,4741
2011,41018,3,2352
2011,41018,4+,2566
2011,41024,1,2014
2011,41024,2,2696
2011,41024,3,1436
2011,41024,4+,1361
2011,41027,1,1815
2011,41027,2,2422
2011,41027,3,1389
2011,41027,4+,1437
2011,41034,1,2046
2011,41034,2,2679
2011,41034,3,1340
2011,41034,4+,1430
2011,41048,1,4414
2011,41048,2,5485
2011,41048,3,2784
2011,41048,4+,2957
2011,41063,1,1010
2011,41063,2,1431
2011,41063,3,756
2011,41063,4+,831
2011,41081,1,3266
2011,41081,2,3868
2011,41081,3,1832
2011,41081,4+,1901
2011,41082,1,2169
2011,41082,2,2941
2011,41082,3,1476
2011,41082,4+,1528
2011,42003,1,1661
2011,42003,2,2148
2011,42003,3,1053
2011,42003,4+,1210
2011,42004,1,1411
2011,42004,2,2190
2011,42004,3,969
2011,42004,4+,1213
2011,42006,1,5954
2011,42006,2,6767
2011,42006,3,3064
2011,42006,4+,3378
2011,42008,1,2694
2011,42008,2,3634
2011,42008,3,1618
2011,42008,4+,2027
2011,42010,1,1336
2011,42010,2,1809
2011,42010,3,868
2011,42010,4+,1057
2011,42011,1,2128
2011,42011,2,2712
2011,42011,3,1302
2011,42011,4+,1492
2011,42023,1,1007
2011,42023,2,1613
2011,42023,3,688
2011,42023,4+,915
2011,42025,1,3266
2011,42025,2,3748
2011,42025,3,1660
2011,42025,4+,1784
2011,42026,1,1319
2011,42026,2,1769
2011,42026,3,787
2011,42026,4+,931
2011,42028,1,2064
2011,42028,2,2831
2011,42028,3,1291
2011,42028,4+,1989
2011,43002,1,1546
2011,43002,2,2198
2011,43002,3,951
2011,43002,4+,1114
2011,43005,1,3153
2011,43005,2,3145
2011,43005,3,1301
2011,43005,4+,1471
2011,43007,1,633
2011,43007,2,906
2011,43007,3,418
2011,43007,4+,576
2011,43010,1,2545
2011,43010,2,3477
2011,43010,3,1557
2011,43010,4+,1988
2011,43014,1,761
2011,43014,2,994
2011,43014,3,422
2011,43014,4+,568
2011,43018,1,1749
2011,43018,2,1961
2011,43018,3,862
2011,43018,4+,878
2011,44012,1,910
2011,44012,2,1541
2011,44012,3,637
2011,44012,4+,1003
2011,44013,1,1865
2011,44013,2,2754
2011,44013,3,1184
2011,44013,4+,1501
2011,44019,1,3259
2011,44019,2,5063
2011,44019,3,2371
2011,44019,4+,2736
2011,44020,1,1185
2011,44020,2,1839
2011,44020,3,920
2011,44020,4+,1078
2011,44021,1,51356
2011,44021,2,33774
2011,44021,3,13854
2011,44021,4+,18134
2011,44034,1,1794
2011,44034,2,2970
2011,44034,3,1462
2011,44034,4+,2104
2011,44040,1,1205
2011,44040,2,1596
2011,44040,3,708
2011,44040,4+,938
2011,44043,1,2364
2011,44043,2,3385
2011,44043,3,1560
2011,44043,4+,2078
2011,44045,1,631
2011,44045,2,938
2011,44045,3,416
2011,44045,4+,509
2011,44048,1,1060
2011,44048,2,1636
2011,44048,3,710
2011,44048,4+,1016
2011,44052,1,1187
2011,44052,2,1822
2011,44052,3,939
2011,44052,4+,1277
2011,44064,1,863
2011,44064,2,1217
2011,44064,3,523
2011,44064,4+,798
2011,44073,1,760
2011,44073,2,1047
2011,44073,3,481
2011,44073,4+,606
2011,44081,1,1528
2011,44081,2,2136
2011,44081,3,1074
2011,44081,4+,1371
2011,44083,1,4498
2011,44083,2,6014
2011,44083,3,2691
2011,44083,4+,3740
2011,44084,1,2851
2011,44084,2,4167
2011,44084,3,1858
2011,44084,4+,2486
2011,44085,1,2626
2011,44085,2,4061
2011,44085,3,1697
2011,44085,4+,2123
2011,45035,1,3735
2011,45035,2,4406
2011,45035,3,2092
2011,45035,4+,2431
2011,45041,1,3388
2011,45041,2,3295
2011,45041,3,1548
2011,45041,4+,2180
2011,45059,1,1564
2011,45059,2,2075
2011,45059,3,1048
2011,45059,4+,1158
2011,45060,1,746
2011,45060,2,853
2011,45060,3,417
2011,45060,4+,600
2011,45061,1,550
2011,45061,2,850
2011,45061,3,427
2011,45061,4+,617
2011,45062,1,169
2011,45062,2,271
2011,45062,3,132
2011,45062,4+,190
2011,45063,1,603
2011,45063,2,960
2011,45063,3,436
2011,45063,4+,607
2011,45064,1,494
2011,45064,2,845
2011,45064,3,409
2011,45064,4+,636
2011,45065,1,722
2011,45065,2,1140
2011,45065,3,585
2011,45065,4+,743
2011,45068,1,1438
2011,45068,2,2132
2011,45068,3,1041
2011,45068,4+,1460
2011,46003,1,4925
2011,46003,2,6958
2011,46003,3,3124
2011,46003,4+,4060
2011,46013,1,1693
2011,46013,2,2370
2011,46013,3,1003
2011,46013,4+,1432
2011,46014,1,4350
2011,46014,2,5486
2011,46014,3,2552
2011,46014,4+,3518
2011,46020,1,1708
2011,46020,2,2657
2011,46020,3,1220
2011,46020,4+,1765
2011,46021,1,9798
2011,46021,2,10487
2011,46021,3,4352
2011,46021,4+,5891
2011,46024,1,1755
2011,46024,2,2679
2011,46024,3,1224
2011,46024,4+,1474
2011,46025,1,3167
2011,46025,2,4085
2011,46025,3,1867
2011,46025,4+,2489
2011,71002,1,728
2011,71002,2,1094
2011,71002,3,572
2011,71002,4+,736
2011,71004,1,3585
2011,71004,2,5625
2011,71004,3,3081
2011,71004,4+,4168
2011,71011,1,1804
2011,71011,2,2594
2011,71011,3,1296
2011,71011,4+,1635
2011,71016,1,6481
2011,71016,2,7625
2011,71016,3,4197
2011,71016,4+,6459
2011,71017,1,748
2011,71017,2,1183
2011,71017,3,632
2011,71017,4+,713
2011,71020,1,951
2011,71020,2,1332
2011,71020,3,654
2011,71020,4+,815
2011,71022,1,11662
2011,71022,2,11421
2011,71022,3,4661
2011,71022,4+,5506
2011,71024,1,1168
2011,71024,2,1759
2011,71024,3,881
2011,71024,4+,1112
2011,71034,1,1791
2011,71034,2,2203
2011,71034,3,1040
2011,71034,4+,1260
2011,71037,1,1282
2011,71037,2,2153
2011,71037,3,1007
2011,71037,4+,1290
2011,71045,1,677
2011,71045,2,944
2011,71045,3,540
2011,71045,4+,563
2011,71053,1,5265
2011,71053,2,5835
2011,71053,3,2908
2011,71053,4+,2957
2011,71057,1,1780
2011,71057,2,2721
2011,71057,3,1332
2011,71057,4+,1521
2011,71066,1,1805
2011,71066,2,2829
2011,71066,3,1565
2011,71066,4+,1892
2011,71067,1,646
2011,71067,2,1008
2011,71067,3,519
2011,71067,4+,643
2011,71069,1,911
2011,71069,2,1580
2011,71069,3,768
2011,71069,4+,896
2011,71070,1,2570
2011,71070,2,3937
2011,71070,3,2138
2011,71070,4+,3243
2011,72003,1,1044
2011,72003,2,1851
2011,72003,3,843
2011,72003,4+,1223
2011,72004,1,1572
2011,72004,2,2168
2011,72004,3,1026
2011,72004,4+,1386
2011,72018,1,900
2011,72018,2,1622
2011,72018,3,887
2011,72018,4+,1237
2011,72020,1,3093
2011,72020,2,5007
2011,72020,3,2163
2011,72020,4+,3040
2011,72021,1,2694
2011,72021,2,3558
2011,72021,3,1761
2011,72021,4+,2168
2011,72030,1,1503
2011,72030,2,2120
2011,72030,3,1084
2011,72030,4+,1593
2011,72037,1,1405
2011,72037,2,2133
2011,72037,3,775
2011,72037,4+,1352
2011,72038,1,1065
2011,72038,2,1738
2011,72038,3,737
2011,72038,4+,1148
2011,72039,1,2388
2011,72039,2,3650
2011,72039,3,2059
2011,72039,4+,3122
2011,72041,1,1744
2011,72041,2,2738
2011,72041,3,1492
2011,72041,4+,1804
2011,72042,1,1713
2011,72042,2,2987
2011,72042,3,1664
2011,72042,4+,2337
2011,72043,1,2994
2011,72043,2,4518
2011,72043,3,2002
2011,72043,4+,2844
2011,73001,1,994
2011,73001,2,1569
2011,73001,3,781
2011,73001,4+,1079
2011,73006,1,3189
2011,73006,2,4184
2011,73006,3,2231
2011,73006,4+,2827
2011,73009,1,1053
2011,73009,2,1545
2011,73009,3,822
2011,73009,4+,855
2011,73022,1,678
2011,73022,2,1011
2011,73022,3,580
2011,73022,4+,589
2011,73028,1,11
2011,73028,2,6
2011,73028,3,10
2011,73028,4+,7
2011,73032,1,895
2011,73032,2,1325
2011,73032,3,712
2011,73032,4+,883
